OrderID,OrderDate,ProductID,CustomerID,BranchID,Quantity,Revenue,Profit,Channel
2024-Q4-00001,2024-11-12,RC-TOSH-18,C064,B13,1,1482000.0,250000.0,Offline
2024-Q4-00002,2024-10-16,VAC-ELUX-18,C024,B16,2,4934000.0,840000.0,Offline
2024-Q4-00003,2024-12-28,AC-1HP-CP,C022,B14,1,6441000.0,1118000.0,Offline
2024-Q4-00004,2024-12-29,RC-SHARP-20,C042,B09,1,1942000.0,245000.0,Offline
2024-Q4-00005,2024-11-19,KTL-ELUX-17,C031,B17,1,727000.0,129000.0,Online
2024-Q4-00006,2024-10-26,KTL-ELUX-17,C042,B10,3,2397000.0,354000.0,Offline
2024-Q4-00007,2024-12-17,WH-ARIST-30,C044,B16,2,7313000.0,1219000.0,Online
2024-Q4-00008,2024-10-25,AC-1HP-CS,C040,B04,2,18910000.0,3055000.0,Online
2024-Q4-00009,2024-12-27,AC-15HP-CP,C047,B04,1,7921000.0,999000.0,Online
2024-Q4-00010,2024-10-04,RC-SHARP-20,C073,B18,3,5354000.0,907000.0,Offline
2024-Q4-00011,2024-12-24,WH-ROSSI-20,C005,B02,2,3986000.0,573000.0,Offline
2024-Q4-00012,2024-10-25,WH-ROSSI-20,C053,B15,1,1978000.0,288000.0,Offline
2024-Q4-00013,2024-11-20,KTL-ELUX-17,C099,B16,1,756000.0,107000.0,Online
2024-Q4-00014,2024-12-18,WH-ARIST-30,C002,B17,2,6512000.0,1088000.0,Offline
2024-Q4-00015,2024-10-21,AC-1HP-CS,C095,B03,1,8130000.0,1197000.0,Offline
2024-Q4-00016,2024-12-27,VAC-PANA-16,C024,B15,1,2297000.0,308000.0,Offline
2024-Q4-00017,2024-10-04,VAC-ELUX-18,C039,B02,1,2045000.0,309000.0,Offline
2024-Q4-00018,2024-12-02,KTL-ELUX-17,C011,B06,1,849000.0,143000.0,Offline
2024-Q4-00019,2024-10-10,AC-1HP-CP,C002,B02,1,6131000.0,1093000.0,Offline
2024-Q4-00020,2024-11-09,VAC-ELUX-18,C040,B13,1,2230000.0,388000.0,Offline
2024-Q4-00021,2024-10-19,WH-ARIST-30,C035,B09,1,3218000.0,454000.0,Offline
2024-Q4-00022,2024-12-26,WH-ROSSI-20,C041,B17,1,1923000.0,324000.0,Offline
2024-Q4-00023,2024-10-03,KTL-PANA-20,C039,B09,3,2535000.0,421000.0,Offline
2024-Q4-00024,2024-10-10,AIR-PURI-40,C067,B12,2,8914000.0,1598000.0,Online
2024-Q4-00025,2024-10-10,WM-AQUA-9,C046,B19,1,9253000.0,1473000.0,Online
2024-Q4-00026,2024-11-07,WH-ROSSI-20,C066,B15,1,2176000.0,265000.0,Offline
2024-Q4-00027,2024-12-09,AIR-PURI-60,C019,B05,1,6975000.0,1249000.0,Offline
2024-Q4-00028,2024-11-04,WM-PANA-11,C033,B10,2,23192000.0,2999000.0,Offline
2024-Q4-00029,2024-12-08,WH-ROSSI-20,C007,B17,1,2064000.0,321000.0,Offline
2024-Q4-00030,2024-12-28,FAN-PANA-45,C046,B16,2,1994000.0,272000.0,Online
2024-Q4-00031,2024-11-29,MW-SHARP-23,C005,B16,1,2194000.0,301000.0,Offline
2024-Q4-00032,2024-12-01,RC-TOSH-18,C024,B11,1,1743000.0,258000.0,Offline
2024-Q4-00033,2024-11-04,KTL-PANA-20,C032,B10,1,1030000.0,173000.0,Online
2024-Q4-00034,2024-11-27,AIR-PURI-40,C033,B16,1,4388000.0,640000.0,Online
2024-Q4-00035,2024-11-21,WM-PANA-11,C090,B17,1,10483000.0,1688000.0,Offline
2024-Q4-00036,2024-11-13,VAC-PANA-16,C001,B09,2,4984000.0,826000.0,Offline
2024-Q4-00037,2024-10-04,AIR-PURI-60,C049,B18,1,6967000.0,1065000.0,Offline
2024-Q4-00038,2024-11-27,KTL-PANA-20,C092,B05,1,980000.0,126000.0,Offline
2024-Q4-00039,2024-11-16,KTL-PANA-20,C053,B01,1,837000.0,124000.0,Online
2024-Q4-00040,2024-11-05,AIR-PURI-60,C002,B13,1,7215000.0,923000.0,Offline
2024-Q4-00041,2024-10-02,VAC-PANA-16,C033,B04,1,2346000.0,283000.0,Online
2024-Q4-00042,2024-12-19,AIR-PURI-40,C045,B07,1,4262000.0,766000.0,Online
2024-Q4-00043,2024-11-08,RC-TOSH-18,C035,B05,1,1611000.0,204000.0,Online
2024-Q4-00044,2024-11-07,RC-TOSH-18,C072,B03,1,1521000.0,196000.0,Offline
2024-Q4-00045,2024-12-13,KTL-PANA-20,C055,B14,1,913000.0,127000.0,Offline
2024-Q4-00046,2024-12-01,FAN-ASIA-40,C016,B10,2,1200000.0,165000.0,Offline
2024-Q4-00047,2024-10-04,FAN-PANA-45,C020,B14,1,1123000.0,184000.0,Offline
2024-Q4-00048,2024-10-23,AC-15HP-CS,C009,B10,2,23830000.0,3570000.0,Offline
2024-Q4-00049,2024-10-11,AIR-PURI-60,C072,B01,1,7094000.0,1078000.0,Online
2024-Q4-00050,2024-10-01,FAN-PANA-45,C088,B16,2,2112000.0,255000.0,Offline
2024-Q4-00051,2024-11-10,MW-SHARP-23,C049,B16,1,2128000.0,296000.0,Online
2024-Q4-00052,2024-11-12,RC-TOSH-18,C002,B06,1,1613000.0,273000.0,Offline
2024-Q4-00053,2024-11-02,WH-ARIST-30,C040,B02,1,3525000.0,615000.0,Online
2024-Q4-00054,2024-11-12,WH-ROSSI-20,C095,B15,2,4198000.0,530000.0,Offline
2024-Q4-00055,2024-10-19,MW-SHARP-23,C075,B04,1,2315000.0,309000.0,Offline
2024-Q4-00056,2024-10-20,WM-AQUA-9,C040,B19,1,8599000.0,1079000.0,Offline
2024-Q4-00057,2024-12-13,WH-ROSSI-20,C078,B09,2,4255000.0,583000.0,Offline
2024-Q4-00058,2024-12-10,WH-ROSSI-20,C035,B18,1,2145000.0,266000.0,Offline
2024-Q4-00059,2024-11-24,VAC-PANA-16,C034,B09,2,5513000.0,809000.0,Offline
2024-Q4-00060,2024-12-04,MW-PANA-25,C099,B01,3,10071000.0,1517000.0,Offline
2024-Q4-00061,2024-12-08,MW-PANA-25,C083,B16,3,10464000.0,1525000.0,Offline
2024-Q4-00062,2024-11-04,MW-SHARP-23,C027,B20,1,2316000.0,314000.0,Offline
2024-Q4-00063,2024-12-21,WH-ARIST-30,C075,B17,2,7418000.0,1193000.0,Offline
2024-Q4-00064,2024-12-05,AC-15HP-CS,C019,B05,1,10155000.0,1592000.0,Offline
2024-Q4-00065,2024-10-31,RC-TOSH-18,C044,B04,1,1598000.0,233000.0,Offline
2024-Q4-00066,2024-10-24,MW-SHARP-23,C030,B03,1,2363000.0,398000.0,Online
2024-Q4-00067,2024-10-12,FAN-ASIA-40,C002,B18,2,1332000.0,230000.0,Online
2024-Q4-00068,2024-12-13,RC-SHARP-20,C076,B01,1,2067000.0,363000.0,Online
2024-Q4-00069,2024-11-03,RC-TOSH-18,C052,B05,2,3230000.0,446000.0,Offline
2024-Q4-00070,2024-11-02,KTL-PANA-20,C050,B17,2,1708000.0,274000.0,Offline
2024-Q4-00071,2024-12-14,WH-ROSSI-20,C062,B17,1,2218000.0,397000.0,Offline
2024-Q4-00072,2024-12-10,WH-ROSSI-20,C086,B05,2,3996000.0,629000.0,Online
2024-Q4-00073,2024-12-07,FAN-ASIA-40,C021,B09,2,1256000.0,195000.0,Offline
2024-Q4-00074,2024-11-13,WM-PANA-11,C055,B13,1,12046000.0,1570000.0,Online
2024-Q4-00075,2024-10-12,AC-15HP-CP,C022,B10,1,7482000.0,1226000.0,Online
2024-Q4-00076,2024-12-26,KTL-PANA-20,C050,B09,3,2861000.0,501000.0,Offline
2024-Q4-00077,2024-10-04,WH-ARIST-30,C099,B09,2,6306000.0,881000.0,Online
2024-Q4-00078,2024-11-24,FAN-ASIA-40,C006,B14,1,540000.0,82000.0,Online
2024-Q4-00079,2024-11-15,KTL-PANA-20,C066,B02,1,864000.0,139000.0,Offline
2024-Q4-00080,2024-11-21,MW-SHARP-23,C003,B15,3,6815000.0,1174000.0,Offline
2024-Q4-00081,2024-12-25,MW-PANA-25,C017,B10,2,6725000.0,1023000.0,Offline
2024-Q4-00082,2024-10-09,WH-ROSSI-20,C011,B09,2,4373000.0,585000.0,Offline
2024-Q4-00083,2024-10-22,MW-SHARP-23,C014,B16,1,2078000.0,352000.0,Online
2024-Q4-00084,2024-11-20,AC-15HP-CP,C007,B11,2,17323000.0,2209000.0,Offline
