OrderID,OrderDate,ProductID,CustomerID,BranchID,Quantity,Revenue,Profit,Channel
2024-Q1-00001,2024-01-02,WM-PANA-11,C034,B04,2,23204000.0,3041000.0,Offline
2024-Q1-00002,2024-02-10,WH-ARIST-30,C003,B11,2,6692000.0,1160000.0,Online
2024-Q1-00003,2024-01-22,WH-ROSSI-20,C044,B19,2,4410000.0,696000.0,Online
2024-Q1-00004,2024-03-17,FAN-ASIA-40,C001,B10,3,1601000.0,208000.0,Offline
2024-Q1-00005,2024-02-07,WM-AQUA-9,C026,B19,1,9045000.0,1481000.0,Offline
2024-Q1-00006,2024-02-16,KTL-PANA-20,C021,B15,3,2866000.0,493000.0,Online
2024-Q1-00007,2024-02-06,KTL-PANA-20,C055,B02,2,1889000.0,286000.0,Offline
2024-Q1-00008,2024-03-24,RC-SHARP-20,C045,B01,1,1836000.0,255000.0,Online
2024-Q1-00009,2024-02-03,MW-SHARP-23,C038,B01,1,2304000.0,312000.0,Online
2024-Q1-00010,2024-02-22,FAN-PANA-45,C009,B06,2,2105000.0,330000.0,Offline
2024-Q1-00011,2024-01-31,KTL-ELUX-17,C094,B08,1,730000.0,107000.0,Online
2024-Q1-00012,2024-02-17,RC-TOSH-18,C082,B10,1,1635000.0,239000.0,Offline
2024-Q1-00013,2024-02-15,MW-PANA-25,C038,B13,1,3258000.0,486000.0,Offline
2024-Q1-00014,2024-01-09,WH-ARIST-30,C096,B02,1,3417000.0,565000.0,Offline
2024-Q1-00015,2024-03-18,KTL-PANA-20,C033,B18,1,890000.0,124000.0,Online
2024-Q1-00016,2024-01-31,KTL-ELUX-17,C057,B03,3,2241000.0,300000.0,Offline
2024-Q1-00017,2024-01-27,KTL-PANA-20,C059,B12,1,845000.0,103000.0,Offline
2024-Q1-00018,2024-01-03,WH-ROSSI-20,C057,B19,2,4548000.0,721000.0,Online
2024-Q1-00019,2024-03-10,VAC-PANA-16,C069,B05,2,5566000.0,766000.0,Online
2024-Q1-00020,2024-02-25,AC-1HP-CP,C018,B15,1,5173000.0,790000.0,Online
2024-Q1-00021,2024-02-07,MW-PANA-25,C012,B04,3,9757000.0,1574000.0,Online
2024-Q1-00022,2024-01-03,MW-SHARP-23,C026,B11,1,2267000.0,297000.0,Offline
2024-Q1-00023,2024-01-24,WH-ROSSI-20,C032,B01,1,2043000.0,334000.0,Offline
2024-Q1-00024,2024-02-02,WH-ARIST-30,C001,B18,1,3525000.0,440000.0,Online
2024-Q1-00025,2024-03-27,KTL-ELUX-17,C049,B01,1,755000.0,111000.0,Online
2024-Q1-00026,2024-01-26,AC-15HP-CS,C048,B14,1,11215000.0,1524000.0,Offline
2024-Q1-00027,2024-02-16,WH-ROSSI-20,C063,B03,1,2010000.0,355000.0,Offline
2024-Q1-00028,2024-01-12,VAC-PANA-16,C001,B02,1,2259000.0,374000.0,Offline
2024-Q1-00029,2024-03-21,AC-1HP-CS,C041,B10,1,9089000.0,1447000.0,Online
2024-Q1-00030,2024-02-24,MW-SHARP-23,C008,B13,3,7040000.0,1175000.0,Offline
2024-Q1-00031,2024-03-10,WH-ROSSI-20,C080,B02,1,2080000.0,280000.0,Offline
2024-Q1-00032,2024-03-03,WH-ARIST-30,C091,B09,1,3107000.0,447000.0,Offline
2024-Q1-00033,2024-02-04,KTL-PANA-20,C022,B02,2,1844000.0,245000.0,Online
2024-Q1-00034,2024-01-12,WH-ARIST-30,C008,B09,1,3373000.0,451000.0,Offline
2024-Q1-00035,2024-01-25,WH-ROSSI-20,C076,B20,1,2057000.0,352000.0,Online
2024-Q1-00036,2024-01-04,AC-1HP-CP,C070,B15,1,5290000.0,853000.0,Online
2024-Q1-00037,2024-01-21,RC-SHARP-20,C083,B09,1,1969000.0,345000.0,Online
2024-Q1-00038,2024-02-06,AIR-PURI-60,C013,B04,2,15380000.0,2725000.0,Online
2024-Q1-00039,2024-02-26,FAN-ASIA-40,C005,B11,2,1219000.0,217000.0,Offline
2024-Q1-00040,2024-01-20,KTL-PANA-20,C075,B17,2,1597000.0,246000.0,Offline
2024-Q1-00041,2024-02-03,AIR-PURI-60,C060,B04,2,14505000.0,1833000.0,Offline
2024-Q1-00042,2024-02-22,WM-PANA-11,C055,B11,1,10508000.0,1507000.0,Offline
2024-Q1-00043,2024-02-19,KTL-ELUX-17,C071,B17,1,725000.0,102000.0,Online
2024-Q1-00044,2024-01-20,RC-TOSH-18,C028,B05,3,5184000.0,687000.0,Offline
2024-Q1-00045,2024-02-21,WM-PANA-11,C016,B18,1,12051000.0,1989000.0,Online
2024-Q1-00046,2024-02-09,VAC-ELUX-18,C083,B02,2,4518000.0,733000.0,Offline
2024-Q1-00047,2024-02-04,VAC-PANA-16,C027,B19,1,2489000.0,362000.0,Offline
2024-Q1-00048,2024-02-04,WH-ROSSI-20,C059,B06,1,1955000.0,256000.0,Online
2024-Q1-00049,2024-02-12,RC-TOSH-18,C053,B13,3,4392000.0,764000.0,Offline
2024-Q1-00050,2024-01-10,FAN-PANA-45,C017,B08,2,2247000.0,389000.0,Offline
2024-Q1-00051,2024-01-02,MW-PANA-25,C044,B08,1,3293000.0,480000.0,Offline
2024-Q1-00052,2024-02-11,KTL-ELUX-17,C021,B05,1,752000.0,123000.0,Offline
2024-Q1-00053,2024-03-05,WH-ARIST-30,C057,B20,1,3421000.0,420000.0,Offline
2024-Q1-00054,2024-03-13,FAN-PANA-45,C084,B02,2,2215000.0,277000.0,Offline
2024-Q1-00055,2024-01-03,MW-SHARP-23,C032,B17,3,6906000.0,1172000.0,Online
2024-Q1-00056,2024-01-01,VAC-PANA-16,C004,B11,2,5103000.0,830000.0,Offline
2024-Q1-00057,2024-03-30,AIR-PURI-40,C025,B06,1,4404000.0,766000.0,Offline
2024-Q1-00058,2024-03-31,VAC-ELUX-18,C095,B07,2,4819000.0,634000.0,Online
2024-Q1-00059,2024-03-11,AC-1HP-CP,C032,B16,1,5943000.0,878000.0,Online
2024-Q1-00060,2024-02-04,KTL-PANA-20,C011,B19,1,961000.0,129000.0,Offline
2024-Q1-00061,2024-01-06,AC-1HP-CP,C098,B15,1,5594000.0,767000.0,Online
2024-Q1-00062,2024-02-28,MW-PANA-25,C099,B06,1,2983000.0,491000.0,Online
2024-Q1-00063,2024-01-18,RC-SHARP-20,C001,B18,1,1869000.0,278000.0,Online
2024-Q1-00064,2024-01-17,RC-SHARP-20,C017,B13,3,5678000.0,820000.0,Offline
2024-Q1-00065,2024-03-02,WM-PANA-11,C052,B19,1,11437000.0,1443000.0,Offline
2024-Q1-00066,2024-01-30,AC-15HP-CP,C086,B07,1,7750000.0,1374000.0,Offline
2024-Q1-00067,2024-03-23,RC-SHARP-20,C037,B08,1,1696000.0,272000.0,Online
2024-Q1-00068,2024-03-05,FAN-PANA-45,C081,B18,2,2210000.0,393000.0,Offline
2024-Q1-00069,2024-03-26,RC-TOSH-18,C064,B02,3,4745000.0,716000.0,Offline
2024-Q1-00070,2024-02-08,WM-AQUA-9,C040,B09,2,14564000.0,2014000.0,Offline
2024-Q1-00071,2024-02-15,RC-TOSH-18,C052,B08,1,1535000.0,270000.0,Online
2024-Q1-00072,2024-01-09,FAN-ASIA-40,C034,B06,2,1193000.0,167000.0,Offline
2024-Q1-00073,2024-02-12,FAN-ASIA-40,C058,B01,2,1181000.0,192000.0,Online
2024-Q1-00074,2024-03-16,AIR-PURI-40,C065,B20,2,8458000.0,1374000.0,Offline
2024-Q1-00075,2024-01-06,RC-TOSH-18,C047,B06,2,3482000.0,602000.0,Offline
2024-Q1-00076,2024-03-06,WM-AQUA-9,C021,B07,1,8306000.0,1385000.0,Offline
2024-Q1-00077,2024-01-04,AIR-PURI-60,C083,B17,1,7288000.0,915000.0,Offline
2024-Q1-00078,2024-01-11,MW-SHARP-23,C091,B15,1,2336000.0,333000.0,Offline
2024-Q1-00079,2024-01-10,KTL-PANA-20,C015,B09,2,1703000.0,214000.0,Online
2024-Q1-00080,2024-02-14,KTL-PANA-20,C017,B10,1,852000.0,140000.0,Offline
2024-Q1-00081,2024-02-16,MW-SHARP-23,C087,B12,1,2290000.0,327000.0,Online
2024-Q1-00082,2024-03-20,RC-TOSH-18,C018,B09,3,4816000.0,848000.0,Offline
2024-Q1-00083,2024-03-23,AIR-PURI-60,C097,B08,1,7658000.0,1186000.0,Online
2024-Q1-00084,2024-01-18,WH-ARIST-30,C012,B17,2,6787000.0,838000.0,Offline
2024-Q1-00085,2024-01-16,AIR-PURI-60,C065,B09,1,6349000.0,822000.0,Offline
2024-Q1-00086,2024-02-08,RC-SHARP-20,C031,B04,1,1893000.0,305000.0,Offline
2024-Q1-00087,2024-01-29,AIR-PURI-60,C082,B10,2,14377000.0,2058000.0,Online
2024-Q1-00088,2024-02-27,WH-ARIST-30,C014,B07,1,3529000.0,512000.0,Offline
2024-Q1-00089,2024-01-08,FAN-ASIA-40,C011,B09,2,1197000.0,196000.0,Online
2024-Q1-00090,2024-01-26,WH-ROSSI-20,C053,B13,1,1962000.0,311000.0,Online
2024-Q1-00091,2024-02-20,WH-ARIST-30,C055,B14,1,3357000.0,547000.0,Offline
2024-Q1-00092,2024-01-30,FAN-PANA-45,C075,B11,3,3306000.0,524000.0,Online
2024-Q1-00093,2024-03-04,WH-ROSSI-20,C032,B04,1,2199000.0,361000.0,Online
2024-Q1-00094,2024-03-08,RC-SHARP-20,C093,B03,1,2043000.0,281000.0,Offline
2024-Q1-00095,2024-01-30,MW-PANA-25,C004,B12,1,3203000.0,540000.0,Offline
2024-Q1-00096,2024-03-24,MW-PANA-25,C044,B08,2,6864000.0,1062000.0,Online
2024-Q1-00097,2024-02-27,WM-AQUA-9,C052,B15,1,8062000.0,1355000.0,Online
2024-Q1-00098,2024-02-22,KTL-PANA-20,C055,B17,1,919000.0,144000.0,Offline
2024-Q1-00099,2024-01-10,AIR-PURI-60,C025,B02,1,7626000.0,1270000.0,Online
2024-Q1-00100,2024-01-10,VAC-PANA-16,C089,B04,1,2643000.0,373000.0,Online
2024-Q1-00101,2024-02-17,AIR-PURI-60,C079,B14,1,7788000.0,1053000.0,Online
2024-Q1-00102,2024-01-03,RC-TOSH-18,C002,B03,1,1699000.0,238000.0,Online
2024-Q1-00103,2024-03-06,WH-ARIST-30,C099,B06,1,3254000.0,473000.0,Offline
2024-Q1-00104,2024-02-19,FAN-ASIA-40,C010,B20,1,673000.0,112000.0,Offline
2024-Q1-00105,2024-02-05,AIR-PURI-40,C057,B05,2,8938000.0,1341000.0,Offline
2024-Q1-00106,2024-03-07,AIR-PURI-60,C051,B08,2,13492000.0,1970000.0,Offline
2024-Q1-00107,2024-01-13,MW-PANA-25,C073,B07,1,3139000.0,554000.0,Online
2024-Q1-00108,2024-01-21,AC-1HP-CS,C091,B10,1,8980000.0,1218000.0,Offline
2024-Q1-00109,2024-01-20,RC-TOSH-18,C041,B11,3,4958000.0,774000.0,Online
2024-Q1-00110,2024-02-09,MW-SHARP-23,C034,B13,1,2264000.0,289000.0,Offline
2024-Q1-00111,2024-03-31,MW-SHARP-23,C017,B16,1,2443000.0,299000.0,Offline
2024-Q1-00112,2024-01-12,RC-TOSH-18,C086,B12,3,4346000.0,615000.0,Offline
2024-Q1-00113,2024-02-25,WH-ROSSI-20,C047,B11,1,1904000.0,298000.0,Online
2024-Q1-00114,2024-01-31,RC-SHARP-20,C032,B07,2,3776000.0,632000.0,Offline
2024-Q1-00115,2024-02-25,FAN-ASIA-40,C059,B12,1,692000.0,113000.0,Offline
2024-Q1-00116,2024-02-11,MW-PANA-25,C061,B16,1,3400000.0,505000.0,Offline
2024-Q1-00117,2024-01-08,WH-ARIST-30,C013,B11,2,6794000.0,1139000.0,Online
2024-Q1-00118,2024-01-15,RC-TOSH-18,C017,B20,1,1796000.0,235000.0,Online
2024-Q1-00119,2024-02-16,FAN-ASIA-40,C089,B05,2,1225000.0,167000.0,Online
2024-Q1-00120,2024-02-17,MW-PANA-25,C038,B20,2,6174000.0,909000.0,Offline
2024-Q1-00121,2024-01-19,WH-ARIST-30,C059,B20,1,3172000.0,478000.0,Online
2024-Q1-00122,2024-01-16,FAN-ASIA-40,C053,B15,2,1152000.0,190000.0,Offline
2024-Q1-00123,2024-03-13,WH-ROSSI-20,C063,B08,1,2257000.0,329000.0,Offline
2024-Q1-00124,2024-01-23,AC-1HP-CS,C054,B18,2,17633000.0,2125000.0,Online
2024-Q1-00125,2024-03-20,MW-SHARP-23,C004,B09,2,4884000.0,717000.0,Offline
2024-Q1-00126,2024-01-16,AIR-PURI-40,C052,B06,2,9606000.0,1400000.0,Offline
2024-Q1-00127,2024-02-22,MW-SHARP-23,C075,B15,1,2190000.0,346000.0,Offline
2024-Q1-00128,2024-01-24,WH-ARIST-30,C054,B07,1,3369000.0,579000.0,Offline
2024-Q1-00129,2024-01-02,VAC-ELUX-18,C003,B16,1,2170000.0,342000.0,Online
2024-Q1-00130,2024-01-05,AC-15HP-CS,C099,B17,2,22179000.0,3992000.0,Online
2024-Q1-00131,2024-01-31,MW-SHARP-23,C081,B18,1,2218000.0,267000.0,Online
2024-Q1-00132,2024-01-06,WH-ARIST-30,C052,B12,1,3505000.0,519000.0,Offline
2024-Q1-00133,2024-01-07,WM-PANA-11,C065,B13,1,10894000.0,1715000.0,Offline
2024-Q1-00134,2024-02-02,WH-ARIST-30,C011,B16,1,3530000.0,596000.0,Offline
2024-Q1-00135,2024-03-06,AIR-PURI-40,C092,B17,2,8941000.0,1346000.0,Offline
2024-Q1-00136,2024-02-25,WH-ROSSI-20,C070,B10,2,4172000.0,622000.0,Offline
2024-Q1-00137,2024-01-05,MW-PANA-25,C001,B03,2,6895000.0,918000.0,Offline
2024-Q1-00138,2024-01-12,WH-ARIST-30,C086,B09,1,3295000.0,490000.0,Offline
2024-Q1-00139,2024-02-02,MW-PANA-25,C058,B18,2,6753000.0,926000.0,Online
2024-Q1-00140,2024-02-05,VAC-PANA-16,C019,B12,2,4644000.0,618000.0,Online
2024-Q1-00141,2024-01-20,WM-AQUA-9,C088,B11,1,7939000.0,1303000.0,Offline
2024-Q1-00142,2024-01-29,MW-SHARP-23,C077,B07,2,4645000.0,805000.0,Online
2024-Q1-00143,2024-02-21,FAN-ASIA-40,C070,B20,1,596000.0,91000.0,Offline
2024-Q1-00144,2024-01-13,WM-PANA-11,C065,B13,1,11095000.0,1788000.0,Offline
2024-Q1-00145,2024-02-01,AC-15HP-CP,C066,B06,1,8447000.0,1038000.0,Online
2024-Q1-00146,2024-03-18,AC-15HP-CP,C088,B08,2,15555000.0,2658000.0,Online
2024-Q1-00147,2024-01-15,VAC-PANA-16,C061,B10,1,2648000.0,405000.0,Online
2024-Q1-00148,2024-01-31,KTL-PANA-20,C097,B15,1,960000.0,148000.0,Offline
2024-Q1-00149,2024-02-22,VAC-PANA-16,C070,B02,1,2616000.0,407000.0,Offline
2024-Q1-00150,2024-01-01,WM-AQUA-9,C100,B12,1,8882000.0,1254000.0,Offline
2024-Q1-00151,2024-03-12,AIR-PURI-60,C070,B01,1,7548000.0,1052000.0,Offline
